fecha,id_producto,nombre_producto,cantidad,precio_unit,total_venta
2023-10-25,1206,Pepsi 3 Litros ,6.0,11.0,66.0
2023-10-25,7772106002884,Seven Up 3 l ,4.0,11.0,44.0
2023-10-25,42538,MATERIAL DE LIMPIEZA ,1.0,158.5,158.5
2023-10-25,7772919061016,Leche de almendra con soya ,1.0,6.5,6.5
2023-10-25,1252,Leche de Soy PIL Frutilla ,1.0,7.0,7.0
2023-10-25,836,Leche de Soy PIL vainilla ,1.0,7.0,7.0
2023-10-25,42538,MATERIAL DE LIMPIEZA ,1.0,114.5,114.5
2023-10-25,7772803000039,Ajo en Polvo ,1.0,10.0,10.0
2023-10-25,7891024123362,COLGATE MAXWHITE de 180g ,1.0,21.0,21.0
2023-10-25,7772830210340,Gelatina de Patas Dely ,2.0,2.5,5.0
2023-10-25,00010782,guaante de goma ,2.0,8.0,16.0
2023-10-25,7775000009980,Pastillas para inodoros Lavanda ,1.0,13.0,13.0
2023-10-25,7896023012471,Vorus vodka negro ,1.0,48.0,48.0
2023-10-25,20222022,MATERIAL DE ESCRITORIO ,1.0,292.0,292.0
2023-10-25,357,Biogurt ,2.0,15.5,31.0
2023-10-25,7802215104848,chocolate vizzio ,2.0,15.0,30.0
2023-10-25,7790520028655,Raid 233 g ,2.0,15.0,30.0
2023-10-25,3012,Comida para Mascota ,1.0,8.5,8.5
2023-10-25,439,OLA antigrasa ,1.0,23.0,23.0
2023-10-25,824,Shampoo Ballerina Manzanilla ,1.0,16.5,16.5
2023-10-25,7772619003699,Suprem crackers ,1.0,5.0,5.0
2023-10-25,7779970730288,tenedores belen ,2.0,2.5,5.0
2023-10-25,4717480704613,caja nepaco ,3.0,12.0,36.0
2023-10-25,cartulina tamaño carta,cartulina tamaño carta ,6.0,30.0,180.0
2023-10-25,700005800024,Cartulina tamaño oficio ,12.0,30.0,360.0
2023-10-25,7000058696,Cinta Masquin ,6.0,8.0,48.0
2023-10-25,7501249808325,Folder Amarillo ,2.0,80.0,160.0
2023-10-25,070330201194,Lapiceros ,2.0,50.0,100.0
2023-10-25,8801067414630,Marcador de agua ,6.0,45.0,270.0
2023-10-25,7754111654333,Marcador de Alcohol ,6.0,34.0,204.0
2023-10-25,7754111002905,Marcadores de 12 unidades faber castell ,6.0,15.0,90.0
2023-10-25,7779970434353,Paquete de hojas de color carta ,3.0,80.0,240.0
2023-10-25,5151,Pliego Cartulina ,12.0,2.5,30.0
2023-10-25,7000006569,Pliego Hojas Bond ,12.0,1.0,12.0
2023-10-25,7771430110029,Arroz Crano de Oro ,1.0,10.0,10.0
2023-10-25,7891300909864,Cajamar sachet 140 g. ,1.0,3.5,3.5
2023-10-25,7750243049696,Don Vittorio ,1.0,7.5,7.5
2023-10-25,fideo,Fideo ,1.0,8.5,8.5
2023-10-25,7702425808720,HUGGIES TOALLITAS de 100Un ,1.0,22.0,22.0
2023-10-25,7772905005710,Leche deslactosada light ,1.0,8.5,8.5
2023-10-25,7702027444685,Nosotras Diarias Multiestilo ,1.0,6.0,6.0
2023-10-25,7776570150522,pink perlita ,1.0,23.0,23.0
2023-10-25,3015,Queso ,1.0,15.0,15.0
2023-10-25,830,Yogurt Familiar PIL durazno ,1.0,7.0,7.0
2023-10-25,7779970434056,hojas ,1.0,30.0,30.0
2023-10-25,7772106006158,Maltin promo ,2.0,5.0,10.0
2023-10-25,7776507001385,P.N. Nacional Plus Eco ,1.0,13.0,13.0
2023-10-25,7792170042029,gatorate rojo ,1.0,6.5,6.5
2023-10-25,3333,Masitas ,4.0,2.0,8.0
2023-10-25,7891000242650,Nescafe Doble Filtro ,1.0,10.5,10.5
2023-10-25,7779970676364,OMO ORIGINAL ,1.0,46.0,46.0
2023-10-25,884,Powerade mora azul ,1.0,6.0,6.0
2023-10-25,3016,MATERIAL ESCOLAR ,1.0,94.5,94.5
2023-10-25,7773103001535,Aceite FINO 5 lts. ,2.0,58.5,117.0
2023-10-25,7771214002816,Aceite Oliva de 500 ,1.0,53.0,53.0
2023-10-25,7791230041682,Aceitunas Verdes 600gr ,1.0,10.0,10.0
2023-10-25,1122,Arroz ,1.0,36.0,36.0
2023-10-25,7862100605898,ATUN REAL  TRIPACK ,1.0,25.5,25.5
2023-10-25,7772602002777,Avena Princesa ,1.0,10.0,10.0
2023-10-25,3002,Azucar ,2.0,28.5,57.0
2023-10-25,114,budin de chocolate kris ,2.0,4.5,9.0
2023-10-25,45552,cebada tostada ,1.0,6.0,6.0
2023-10-25,7770109320271,Chaque de trigo 450 g. ,1.0,6.0,6.0
2023-10-25,602883127838,Choclos LARA ,2.0,5.5,11.0
2023-10-25,7770109320325,Chuño Negro ,1.0,9.0,9.0
2023-10-25,7770109320318,Chuño Tunta ,1.0,10.0,10.0
2023-10-25,7993799000357,De tarata miel de abeja ,1.0,23.0,23.0
2023-10-25,7798085990790,Durazno en lata Okey ,2.0,13.5,27.0
2023-10-25,3007,Fideo Del Pais ,1.0,6.0,6.0
2023-10-25,263,Fideos Lazzaroni Tagliatella ,2.0,4.0,8.0
2023-10-25,7770109320059,Frijol rojo 450 g ,1.0,7.5,7.5
2023-10-25,1530,Galletas Crackers ,1.0,7.5,7.5
2023-10-25,7772830210425,Gelatina sin sabor Dely ,1.0,6.5,6.5
2023-10-25,7772830210357,gelatina uva ,3.0,5.0,15.0
2023-10-25,3003,Harina ,12.0,7.5,90.0
2023-10-25,7790070507228,Harina Blanca Flor ,1.0,10.0,10.0
2023-10-25,77852255,Huevo ,5.0,30.0,150.0
2023-10-25,220,Ketchup KRIS 410 gr ,1.0,11.0,11.0
2023-10-25,8445290702234,LA LECHERA DE NESTLE ,1.0,27.0,27.0
2023-10-25,7770109320219,Lawa de Jankaquipa ,1.0,7.0,7.0
2023-10-25,38,Leche evaporada Pil ,2.0,11.0,22.0
2023-10-25,7756726001816,Lenteja ,1.0,6.0,6.0
2023-10-25,1097,Levadura Fleischman 170g ,1.0,10.0,10.0
2023-10-25,267,Macarrones Lazzaroni ,2.0,4.0,8.0
2023-10-25,282,Manteca Karina ,2.0,11.5,23.0
2023-10-25,1016,Margarina Regia 450gr ,1.0,17.5,17.5
2023-10-25,359,Mayonesa KRIS 380 cc ,3.0,15.0,45.0
2023-10-25,7772830180667,Miki maicena 800 g. ,1.0,12.0,12.0
2023-10-25,7891030300320,Mococa desde 1919 395 g. ,2.0,10.0,20.0
2023-10-25,7891000300602,NESCAFE DE 200g- ,1.0,36.0,36.0
2023-10-25,7773400000194,Pan Molde ,1.0,9.5,9.5
2023-10-25,7777014526,Pan Molido Pandore ,1.0,5.5,5.5
2023-10-25,52369,Pepa de Durazno ,2.0,7.0,14.0
2023-10-25,78,Polvo para Hornear Kris ,1.0,3.0,3.0
2023-10-25,7771214001871,PUDIN SABOR  A VAINILLA ,2.0,4.5,9.0
2023-10-25,66523232,salsa de soya sasoy ,1.0,6.5,6.5
2023-10-25,96,Salsa de Tomate Cajamar ,3.0,4.0,12.0
2023-10-25,7777878752000,Somo ,1.0,5.0,5.0
2023-10-25,58973,soya ,1.0,5.0,5.0
2023-10-25,7770109320165,tojori nutri ,1.0,4.5,4.5
2023-10-25,77778787888,bolsa ,1.0,6.0,6.0
2023-10-25,77787888,Bolsa gaviota ,1.0,10.0,10.0
2023-10-25,77787877888,Bolsa gaviota cafe ,1.0,12.0,12.0
2023-10-25,7792389080652,BORITA  A BEBE  4L ,1.0,38.0,38.0
2023-10-25,7755188000474,Escoba Lorito Candi ,1.0,13.0,13.0
2023-10-25,7755188000504,Escoba Muñeca ,1.0,15.0,15.0
2023-10-25,7771214007194,ESPONJA BRISTAR ,1.0,5.0,5.0
2023-10-25,6926148390275,ganchos ,1.0,8.0,8.0
2023-10-25,00010782,guaante de goma ,3.0,8.0,24.0
2023-10-25,7506309894492,Head & Sholders ,5.0,1.5,7.5
2023-10-25,7775021520884,jabon liquido jamsa azul 5l ,1.0,58.0,58.0
2023-10-25,7775000011662,OLA Bolsas de Basura  de 10un 90x110cm ,1.0,27.0,27.0
,,,,,
2023-10-25,7891187203291,paño para piso ,3.0,5.0,15.0
2023-10-25,7776507000623,Papel Tohalla ,3.0,10.0,30.0
2023-10-25,3018,Paquete Papel Higienico ,2.0,20.0,40.0
2023-10-25,7501026006609,Rosa Venus ,5.0,1.5,7.5
2023-10-25,7773103002969,Sapolio lavavajillas 5 l ,1.0,47.5,47.5
2023-10-25,7751851014496,Sapolio sacagrasa 5 l ,1.0,60.0,60.0
2023-10-25,7751851559157,SAPOLIO TANQUE INDIVIDUAL ,4.0,9.0,36.0
2023-10-25,7702425638303,Scott duramax 2 rollos ,1.0,40.0,40.0
2023-10-25,9556936021302,secadores ,6.0,5.0,30.0
2023-10-25,7776507001217,Servilletas Hogar 500 u ,1.0,10.0,10.0
2023-10-25,7774904286466,Todo Brillo grande ,1.0,62.5,62.5
2023-10-25,695019202523,Virulin Sol-Sun ,1.0,6.0,6.0
2023-10-25,7753121003483,aji amarillo ,2.0,13.0,26.0
2023-10-25,777789588,Canela ,2.0,5.0,10.0
2023-10-25,700002521041,Condimentos ,1.0,24.5,24.5
2023-10-25,855226678,oregano ,1.0,5.0,5.0
2023-10-25,3015,Queso ,1.0,78.0,78.0
2023-10-25,7772314340037, toscano ,1.0,7.0,7.0
2023-10-25,7773103001535,Aceite FINO 5 lts. ,2.0,58.5,117.0
2023-10-25,7791230041682,Aceitunas Verdes 600gr ,1.0,10.0,10.0
2023-10-25,7000025416,Ajonjoli ,1.0,5.5,5.5
2023-10-25,7771718140014,Api morado asovita ,2.0,5.0,10.0
2023-10-25,1122,Arroz ,2.0,36.0,72.0
2023-10-25,7862100605898,ATUN REAL  TRIPACK ,1.0,25.5,25.5
2023-10-25,7772602002777,Avena Princesa ,1.0,10.0,10.0
2023-10-25,3002,Azucar ,2.0,28.5,57.0
2023-10-25,114,budin de chocolate kris ,1.0,4.5,4.5
2023-10-25,76,Cafe Copacabana 250gr ,2.0,13.0,26.0
2023-10-25,45552,cebada tostada ,1.0,5.0,5.0
2023-10-25,7771718072131,"Celinda Barra cobertura 500 g, ",1.0,22.0,22.0
2023-10-25,7770109320271,Chaque de trigo 450 g. ,1.0,6.0,6.0
2023-10-25,602883127838,Choclos LARA ,2.0,5.5,11.0
2023-10-25,1074,Chocolike 400 g en tarro ,1.0,13.0,13.0
2023-10-25,7770109320325,Chuño Negro ,1.0,9.0,9.0
2023-10-25,7770109320318,Chuño Tunta ,1.0,10.0,10.0
2023-10-25,7993799000357,De tarata miel de abeja ,1.0,23.0,23.0
2023-10-25,7798085990790,Durazno en lata Okey ,2.0,13.5,27.0
2023-10-25,7000004589,Fideo Bonabelli ,3.0,3.5,10.5
2023-10-25,7772500000370,Fideo Lazzarroni linguini ,2.0,4.0,8.0
2023-10-25,7772619000070,FIDEO ROSCA ,2.0,5.5,11.0
2023-10-25,1530,Galletas Crackers ,1.0,7.5,7.5
2023-10-25,100,Gelatina Aroma Durazno ,3.0,5.0,15.0
2023-10-25,7772830210425,Gelatina sin sabor Dely ,1.0,6.5,6.5
2023-10-25,3003,Harina ,10.0,7.5,75.0
2023-10-25,7790070507228,Harina Blanca Flor ,1.0,10.0,10.0
2023-10-25,77852255,Huevo ,5.0,30.0,150.0
2023-10-25,220,Ketchup KRIS 410 gr ,1.0,11.0,11.0
2023-10-25,8445290702234,LA LECHERA DE NESTLE ,1.0,27.0,27.0
2023-10-25,05112502,Lawa de choclo ,1.0,4.0,4.0
2023-10-25,0513250,Lawa de Chuño Bloch ,1.0,8.0,8.0
2023-10-25,7770109320219,Lawa de Jankaquipa ,1.0,7.0,7.0
2023-10-25,38,Leche evaporada Pil ,2.0,11.0,22.0
2023-10-25,7756726001816,Lenteja ,1.0,6.0,6.0
2023-10-25,1097,Levadura Fleischman 170g ,2.0,10.0,20.0
2023-10-25,7770109320127,Linaza Molida 250g ,1.0,5.0,5.0
2023-10-25,267,Macarrones Lazzaroni ,4.0,4.0,16.0
2023-10-25,282,Manteca Karina ,3.0,11.5,34.5
2023-10-25,1016,Margarina Regia 450gr ,1.0,17.5,17.5
2023-10-25,7772803000138,Matecito Surtido ,1.0,6.0,6.0
2023-10-25,359,Mayonesa KRIS 380 cc ,2.0,15.0,30.0
2023-10-25,237,Mermelada Del Valle Membrillo ,1.0,10.0,10.0
2023-10-25,7772830180278,Miki flan frutilla ,1.0,3.5,3.5
2023-10-25,7891030300320,Mococa desde 1919 395 g. ,2.0,10.0,20.0
2023-10-25,224,Mostaza KRIS ,1.0,11.0,11.0
2023-10-25,7891000300602,NESCAFE DE 200g- ,2.0,36.0,72.0
2023-10-25,7773400000194,Pan Molde ,1.0,9.5,9.5
2023-10-25,7777014526,Pan Molido Pandore ,2.0,5.5,11.0
2023-10-25,52369,Pepa de Durazno ,2.0,7.0,14.0
2023-10-25,78,Polvo para Hornear Kris ,2.0,3.0,6.0
2023-10-25,7771214001871,PUDIN SABOR  A VAINILLA ,1.0,4.5,4.5
2023-10-25,7770109320417,Quinua Real ,2.0,11.0,22.0
2023-10-25,66523232,salsa de soya sasoy ,1.0,6.5,6.5
2023-10-25,96,Salsa de Tomate Cajamar ,3.0,4.0,12.0
2023-10-25,7777878752000,Somo ,1.0,5.0,5.0
2023-10-25,7771802001023,TE VERDE DE 100U ,1.0,23.0,23.0
2023-10-25,1091,Te windsor Con Canela ,1.0,14.0,14.0
2023-10-25,7770109320257,Trigo pelado 450 g. ,1.0,6.0,6.0
2023-10-25,759,Alcohol en gel Aval ,3.0,17.0,51.0
2023-10-25,77778787888,bolsa ,1.0,6.0,6.0
2023-10-25,7792389001664,BORA Lavavajillas 4 l. ,1.0,35.0,35.0
2023-10-25,7755601000777,Cofia ryg ,1.0,25.0,25.0
2023-10-25,7774904286473,Detergente TODO BRILLO de 5KG ,1.0,62.5,62.5
2023-10-25,7805080140034,Escoba ,1.0,13.0,13.0
2023-10-25,7771214007194,ESPONJA BRISTAR ,1.0,5.0,5.0
2023-10-25,7898930672342,Filme de PVC 28cm. ,1.0,28.0,28.0
2023-10-25,3154145596304,Franela ,2.0,3.5,7.0
2023-10-25,7798130180145,Guantes de latex m ,1.0,30.0,30.0
2023-10-25,00010783,guantes. ,3.0,8.0,24.0
2023-10-25,7500435206020,HS ,12.0,1.5,18.0
2023-10-25,7755188000306,Mopa de algodon 300 g ,1.0,20.0,20.0
2023-10-25,7775000011662,OLA Bolsas de Basura  de 10un 90x110cm ,2.0,27.0,54.0
,,,,,
2023-10-25,440,OLA limpia baños ,1.0,22.0,22.0
2023-10-25,7898930672441,Papel Aluminio . ,1.0,10.0,10.0
2023-10-25,7776507000623,Papel Tohalla ,2.0,10.0,20.0
2023-10-25,3027,Paquete de Bolsas Plasticas ,3.0,12.0,36.0
2023-10-25,3018,Paquete Papel Higienico ,2.0,20.0,40.0
2023-10-25,7501026006609,Rosa Venus ,12.0,1.5,18.0
2023-10-25,7750243077170,Sapolio lavandina 4.73 ,1.0,30.0,30.0
2023-10-25,7751851014496,Sapolio sacagrasa 5 l ,1.0,60.0,60.0
2023-10-25,7751851559157,SAPOLIO TANQUE INDIVIDUAL ,4.0,9.0,36.0
2023-10-25,7702425638303,Scott duramax 2 rollos ,1.0,40.0,40.0
2023-10-25,7776507001217,Servilletas Hogar 500 u ,1.0,10.0,10.0
2023-10-25,7776810000006,Virulim ,1.0,6.0,6.0
2023-10-25,7753121002196,Aji amarillo ,2.0,13.0,26.0
2023-10-25,777789588,Canela ,2.0,5.0,10.0
2023-10-25,700002521041,Condimentos ,1.0,24.0,24.0
2023-10-25,855226678,oregano ,1.0,5.0,5.0
2023-10-25,3015,Queso ,1.0,79.0,79.0
2023-10-25,7771609000144,Fanta 600ml. ,14.0,5.0,70.0
2023-10-25,777777898989630,Maltin ,6.0,5.0,30.0
2023-10-25,1206,Pepsi 3 Litros ,6.0,11.0,66.0
2023-10-25,889,Coca Cola  500 ml ,12.0,5.0,60.0
2023-10-25,1217,Maltin en lata ,6.0,5.0,30.0
2023-10-25,7772106002891,ORIENTAL papaya 3000 ML ,6.0,10.0,60.0
2023-10-25,6973,Bandejas de plastoformo ,31.0,2.0,62.0
2023-10-25,77778787888,bolsa ,1.0,8.0,8.0
2023-10-25,bolsa 30 x 40,bolsa 30 x 40 ,1.0,6.0,6.0
2023-10-25,734484119018,Cinta de embalaje ,1.0,10.0,10.0
2023-10-25,6925411468864,Estilete ,1.0,4.0,4.0
2023-10-25,7898930672366,Film 300 m ,1.0,57.0,57.0
2023-10-25,7754111654333,Marcador de Alcohol ,1.0,3.0,3.0
2023-10-25,7772919490014,Queso Muzarela ,2.0,21.0,42.0
2023-10-25,9556936021302,secadores ,2.0,5.0,10.0
2023-10-25,7862100605898,ATUN REAL  TRIPACK ,1.0,25.5,25.5
2023-10-25,40,Leche Condensada Nestle ,1.0,21.0,21.0
2023-10-25,70000000256981,Mortadela ,1.0,8.5,8.5
2023-10-25,7773400000194,Pan Molde ,1.0,10.0,10.0
2023-10-25,3015,Queso ,1.0,51.0,51.0
2023-10-26,7771609003121,coca cola 2 l. ,1.0,10.0,10.0
2023-10-26,7771609000960,Coca cola 3 l. ,3.0,14.0,42.0
2023-10-26,1206,Pepsi 3 Litros ,1.0,11.0,11.0
2023-10-26,7773435370163,QUEQUE ,1.0,15.0,15.0
2023-10-26,7772314340037, toscano ,1.0,7.0,7.0
2023-10-26,7773103001535,Aceite FINO 5 lts. ,2.0,58.5,117.0
2023-10-26,7771214002816,Aceite Oliva de 500 ,1.0,53.0,53.0
2023-10-26,7791230041682,Aceitunas Verdes 600gr ,1.0,10.0,10.0
2023-10-26,7771718140014,Api morado asovita ,2.0,5.0,10.0
2023-10-26,7771430230048,Arroz Pantanal ,1.0,36.0,36.0
2023-10-26,7862100605898,ATUN REAL  TRIPACK ,1.0,25.5,25.5
2023-10-26,7772602002777,Avena Princesa ,1.0,10.0,10.0
2023-10-26,3002,Azucar ,1.0,28.5,28.5
2023-10-26,114,budin de chocolate kris ,1.0,4.5,4.5
2023-10-26,45552,cebada tostada ,1.0,5.0,5.0
2023-10-26,7770109320271,Chaque de trigo 450 g. ,1.0,6.0,6.0
2023-10-26,602883127838,Choclos LARA ,2.0,5.5,11.0
2023-10-26,1074,Chocolike 400 g en tarro ,1.0,13.0,13.0
2023-10-26,7770109320325,Chuño Negro ,2.0,5.5,11.0
2023-10-26,7770109320318,Chuño Tunta ,2.0,10.0,20.0
2023-10-26,1079,Cocoa Celinda ,1.0,10.0,10.0
2023-10-26,7993799000357,De tarata miel de abeja ,1.0,23.0,23.0
2023-10-26,7798085990790,Durazno en lata Okey ,2.0,13.5,27.0
2023-10-26,fideo,Fideo ,2.0,3.5,7.0
2023-10-26,7772506000008,Fideo spiga ,1.0,4.5,4.5
2023-10-26,7771817081065,FRUTE MATES ,1.0,23.0,23.0
2023-10-26,1530,Galletas Crackers ,1.0,7.5,7.5
2023-10-26,700000256894,Garbanzo ,1.0,5.0,5.0
2023-10-26,7772830210425,Gelatina sin sabor Dely ,1.0,6.5,6.5
2023-10-26,7772830210357,gelatina uva ,3.0,5.0,15.0
2023-10-26,3003,Harina ,8.0,7.5,60.0
2023-10-26,7790070507228,Harina Blanca Flor ,1.0,10.0,10.0
2023-10-26,77852255,Huevo ,5.0,30.0,150.0
2023-10-26,220,Ketchup KRIS 410 gr ,1.0,11.0,11.0
2023-10-26,8445290702234,LA LECHERA DE NESTLE ,1.0,27.0,27.0
2023-10-26,7770109320219,Lawa de Jankaquipa ,1.0,7.0,7.0
2023-10-26,38,Leche evaporada Pil ,2.0,11.0,22.0
2023-10-26,7756726001816,Lenteja ,1.0,6.0,6.0
2023-10-26,1097,Levadura Fleischman 170g ,1.0,10.0,10.0
2023-10-26,7770109320127,Linaza Molida 250g ,2.0,5.0,10.0
2023-10-26,7777411112,Maiz pelado ,3.0,16.5,49.5
2023-10-26,1121,Mani Pelado ,2.0,6.0,12.0
2023-10-26,282,Manteca Karina ,3.0,11.5,34.5
2023-10-26,1016,Margarina Regia 450gr ,1.0,17.5,17.5
2023-10-26,1093,Mate Windsor Trimate. ,1.0,15.5,15.5
2023-10-26,359,Mayonesa KRIS 380 cc ,1.0,15.0,15.0
2023-10-26,242,Mermelada Del Valle Frutilla ,1.0,10.0,10.0
2023-10-26,7772830180650,Miki maicena 400 g. ,2.0,6.0,12.0
2023-10-26,7891030300320,Mococa desde 1919 395 g. ,2.0,10.0,20.0
2023-10-26,224,Mostaza KRIS ,1.0,11.0,11.0
2023-10-26,7891000300602,NESCAFE DE 200g- ,1.0,36.0,36.0
2023-10-26,7773435880013,pan en molde impasa ,1.0,10.0,10.0
2023-10-26,7777014526,Pan Molido Pandore ,2.0,5.5,11.0
2023-10-26,52369,Pepa de Durazno ,2.0,7.0,14.0
2023-10-26,78,Polvo para Hornear Kris ,1.0,3.0,3.0
2023-10-26,7770109320042,Poroto negro 450 g. ,2.0,5.5,11.0
2023-10-26,7771214001871,PUDIN SABOR  A VAINILLA ,2.0,4.5,9.0
2023-10-26,7787444,Quinua grano ,1.0,11.0,11.0
2023-10-26,66523232,salsa de soya sasoy ,1.0,6.5,6.5
2023-10-26,119,Sardina Manu ,6.0,10.0,60.0
2023-10-26,7777878752000,Somo ,1.0,5.0,5.0
2023-10-26,1091,Te windsor Con Canela ,1.0,14.0,14.0
2023-10-26,7770109320257,Trigo pelado 450 g. ,1.0,6.0,6.0
2023-10-26,7790520023995,Baygon Mosquitos ,1.0,12.0,12.0
2023-10-26,54545454,bombril ,1.0,6.0,6.0
2023-10-26,7792389080652,BORITA  A BEBE  4L ,1.0,38.0,38.0
2023-10-26,7755601000777,Cofia ryg ,1.0,25.0,25.0
2023-10-26,7750243076845,Detergente Vajillero sapolio 5l ,1.0,47.5,47.5
2023-10-26,7771214007194,ESPONJA BRISTAR ,1.0,5.0,5.0
2023-10-26,7898930672342,Filme de PVC 28cm. ,1.0,28.0,28.0
2023-10-26,3154145596304,Franela ,2.0,3.5,7.0
2023-10-26,00010782,guaante de goma ,3.0,8.0,24.0
2023-10-26,4968420500332,Guantes de latex talla s ,1.0,33.0,33.0
2023-10-26,7501026006807,Jaboncillo rosa venus ,10.0,1.5,15.0
2023-10-26,7792389001817,JARDIN CITRONELLA ,1.0,36.0,36.0
2023-10-26,7775000011662,OLA Bolsas de Basura  de 10un 90x110cm ,1.0,45.0,45.0
,,,,,
2023-10-26,440,OLA limpia baños ,1.0,19.0,19.0
2023-10-26,444,OLA limpia vidrios ,1.0,17.0,17.0
2023-10-26,463,OLA lustra muebles s/chisguete ,1.0,19.5,19.5
2023-10-26,7898930672441,Papel Aluminio . ,1.0,10.0,10.0
2023-10-26,7776507000623,Papel Tohalla ,2.0,10.0,20.0
2023-10-26,7776570150393,perlita super ,2.0,20.0,40.0
2023-10-26,7793253004323,POett espiritu ,2.0,10.0,20.0
2023-10-26,7750243077170,Sapolio lavandina 4.73 ,1.0,30.0,30.0
2023-10-26,7751851559157,SAPOLIO TANQUE INDIVIDUAL ,3.0,9.0,27.0
2023-10-26,7702425638303,Scott duramax 2 rollos ,1.0,40.0,40.0
2023-10-26,7776507001217,Servilletas Hogar 500 u ,1.0,10.0,10.0
2023-10-26,7774904286466,Todo Brillo grande ,1.0,62.5,62.5
2023-10-26,7774904403115,Todo brillo pastilla de baño floral ,1.0,10.0,10.0
2023-10-26,7774904360449,TYSON MAX Mata Todo de 500cm ,1.0,13.0,13.0
2023-10-26,7779970730059,Vasos Belen ,1.0,9.0,9.0
2023-10-26,700002521041,Condimentos ,1.0,26.5,26.5
2023-10-26,7896007921256,Fosforo Fiat lux ,3.0,3.5,10.5
2023-10-26,3015,Queso ,1.0,121.0,121.0
2023-10-26,1000,Agua vital  600 ml ,6.0,4.5,27.0
2023-10-26,889,Coca Cola  500 ml ,10.0,5.0,50.0
2023-10-26,7771609003121,coca cola 2 l. ,6.0,10.0,60.0
2023-10-26,1217,Maltin en lata ,12.0,5.0,60.0
2023-10-26,700002501205,Api ,11.0,6.0,66.0
2023-10-26,7000054150123,Empanadas ,11.0,7.0,77.0
2023-10-26,889,Coca Cola  500 ml ,12.0,5.0,60.0
2023-10-26,7771609003121,coca cola 2 l. ,6.0,10.0,60.0
2023-10-26,1217,Maltin en lata ,6.0,5.0,30.0
2023-10-26,7771501000013,Alcohol guabira ,2.0,12.0,24.0
2023-10-26,7751851021951,AVAL ALCOHOL EN GEL DE BEBE ,2.0,17.0,34.0
2023-10-26,777444,Barbijo ,1.0,8.0,8.0
2023-10-26,7896001001503,Basurero ,1.0,18.0,18.0
2023-10-26,7501032921484,Baygon.. ,1.0,12.0,12.0
2023-10-26,7750243068802,Bolivar antibacterial 200 g. ,1.0,5.0,5.0
2023-10-26,32423434,bolsas basura ,2.0,12.0,24.0
2023-10-26,7774904286473,Detergente TODO BRILLO de 5KG ,1.0,62.5,62.5
2023-10-26,7755188000504,Escoba Muñeca ,1.0,15.0,15.0
2023-10-26,7771214007194,ESPONJA BRISTAR ,1.0,5.0,5.0
2023-10-26,7898930672342,Filme de PVC 28cm. ,1.0,28.0,28.0
2023-10-26,7896007921256,Fosforo Fiat lux ,2.0,3.5,7.0
2023-10-26,6926148390275,ganchos ,1.0,8.0,8.0
2023-10-26,00010784,guamtes de goma ,2.0,8.0,16.0
2023-10-26,4968420500332,Guantes de latex talla s ,1.0,30.0,30.0
2023-10-26,7590002008898,Head shoulders 10 ml ,10.0,1.5,15.0
2023-10-26,7771214007736,JABON LIQUIDO SHABAY ,1.0,18.0,18.0
2023-10-26,464,OLA antigrasa s/chisguete ,3.0,18.5,55.5
2023-10-26,461,OLA antisarro ,1.0,18.0,18.0
2023-10-26,7775000011662,OLA Bolsas de Basura  de 10un 90x110cm ,1.0,27.0,27.0
,,,,,
2023-10-26,463,OLA lustra muebles s/chisguete ,2.0,19.5,39.0
2023-10-26,7896384518254,Palitos dentales ,2.0,1.0,2.0
2023-10-26,7891187203291,paño para piso ,2.0,5.0,10.0
2023-10-26,7898930672441,Papel Aluminio . ,2.0,10.0,20.0
2023-10-26,7776507000623,Papel Tohalla ,1.0,10.0,10.0
2023-10-26,3023,Paquete de Vasos desechables ,1.0,9.0,9.0
2023-10-26,7776570150393,perlita super ,1.0,20.0,20.0
2023-10-26,7793253004316,Poett alegra tu dia ,2.0,10.0,20.0
2023-10-26,7771214006524,promocion bristar ,1.0,19.0,19.0
2023-10-26,7501026006609,Rosa Venus ,10.0,1.5,15.0
2023-10-26,7750243077170,Sapolio lavandina 4.73 ,1.0,30.0,30.0
2023-10-26,7773103003072,Sapolio limpia todo antibacterial 5 l ,1.0,35.0,35.0
2023-10-26,7702425679207,Scott Duramax ,1.0,20.0,20.0
2023-10-26,77700052,Secadores ,2.0,5.0,10.0
2023-10-26,7792389002098,Suavizante para la Ropa BORITA  de 4L ,1.0,38.0,38.0
2023-10-26,3015,Queso ,1.0,78.0,78.0
2023-10-26,7754487000642,Aji no sillao ,1.0,18.0,18.0
2023-10-26,7000025416,Ajonjoli ,1.0,6.0,6.0
2023-10-26,7770109320332,Almidon de Yuca ,1.0,7.5,7.5
2023-10-26,7771718140069,Api Amarillo ,1.0,5.0,5.0
2023-10-26,7771718140014,Api morado asovita ,1.0,5.0,5.0
2023-10-26,7993799000579,Apice Mermeladade Piña ,1.0,11.5,11.5
2023-10-26,7771430230048,Arroz Pantanal ,2.0,36.0,72.0
2023-10-26,7412,Arroz popular rendidora ,1.0,8.5,8.5
2023-10-26,7772602002777,Avena Princesa ,1.0,10.0,10.0
2023-10-26,185,Azucar Guabira 5Kg ,2.0,28.5,57.0
2023-10-26,777789588,Canela ,2.0,5.0,10.0
2023-10-26,7770016891710,Coco Rallado ,1.0,7.0,7.0
2023-10-26,700002521041,Condimentos ,1.0,33.0,33.0
